rep,n,runtime
65,4,10.834516525268555
65,5,13.668581247329712
65,6,20.258891820907593
65,8,24.824569702148438
65,10,31.219000101089478
65,12,44.92982006072998
65,16,71.56731677055359
65,20,95.43319725990295
65,25,212.5261800289154
65,32,300.75379490852356
65,40,473.5136384963989
65,50,698.4411733150482
65,64,1119.077341556549
65,80,1656.8628196716309
65,101,2955.7357816696167
65,128,4910.262896299362
66,2,4.757125616073608
66,3,8.13271975517273
66,4,11.557990550994873
66,5,16.44929265975952
66,6,18.04431462287903
66,8,26.000254154205322
66,10,40.23293924331665
66,12,39.72261953353882
66,16,89.82973074913025
66,20,93.6620283126831
66,25,179.04571080207825
66,32,301.4688444137573
66,40,419.9510746002197
66,50,707.7621173858643
66,64,1119.3496854305267
66,80,1736.3393161296844
66,101,2774.7928714752197
66,128,5037.992274522781
67,2,4.7701239585876465
67,3,7.906538963317871
67,4,9.462899923324585
67,5,15.52752685546875
67,6,17.26066827774048
67,8,34.54034376144409
67,10,34.90683937072754
67,12,42.54120445251465
67,16,104.37841606140137
67,20,119.09730052947998
67,25,226.61934614181519
67,32,299.2833843231201
67,40,481.72165632247925
67,50,658.3936610221863
67,64,1037.8753218650818
67,80,1643.4700679779053
67,101,2710.6069860458374
67,128,4893.598480939865
68,2,4.970858812332153
68,3,6.175080060958862
68,4,9.218373775482178
68,5,13.160227060317993
68,6,19.27194333076477
68,8,26.36518096923828
68,10,33.9549126625061
68,12,54.51543116569519
68,16,95.430739402771
68,20,156.26058912277222
68,25,213.0309145450592
68,32,293.25481605529785
68,40,452.0967752933502
68,50,702.0642869472504
68,64,1134.9894981384277
68,80,1615.981108903885
68,101,2892.2678396701813
68,128,4934.653365373611
69,2,4.23990797996521
69,3,7.494109153747559
69,4,10.31965947151184
69,5,11.65186357498169
69,6,15.402799844741821
69,8,26.933430671691895
69,10,46.66329336166382
69,12,41.3700590133667
69,16,69.98659467697144
69,20,125.64956140518188
69,25,207.51595520973206
69,32,295.9387321472168
69,40,488.2362551689148
69,50,669.0113627910614
69,64,1077.452261209488
69,80,1635.654623746872
69,101,2833.9025185108185
69,128,4930.101032972336
70,2,5.034019231796265
70,3,7.424508810043335
70,4,13.947412967681885
70,5,16.685566663742065
70,6,17.647585153579712
70,8,24.632848262786865
70,10,42.08882927894592
70,12,62.12453866004944
70,16,75.47877287864685
70,20,106.3230791091919
70,25,175.82694721221924
70,32,295.01422476768494
70,40,447.77547430992126
70,50,658.5003175735474
70,64,1061.5963518619537
70,80,1632.4848139286041
70,101,2860.6927902698517
70,128,4997.798292636871
71,2,4.354955673217773
71,3,8.625247955322266
71,4,10.51529049873352
71,5,16.480703115463257
71,6,16.891905069351196
71,8,23.62307357788086
71,10,43.66697812080383
71,12,45.488250970840454
71,16,93.20550394058228
71,20,97.17429208755493
71,25,217.77074027061462
71,32,318.0842459201813
71,40,358.2079555988312
71,50,663.8397471904755
71,64,1060.553376197815
71,80,1668.641872882843
71,101,2960.7681953907013
71,128,4860.838713884354
72,2,3.4755003452301025
72,3,6.411651372909546
72,4,12.166206121444702
72,5,14.06673550605774
72,6,15.525330781936646
72,8,24.539449453353882
72,10,37.264137268066406
72,12,50.31746459007263
72,16,93.7952573299408
72,20,115.60490012168884
72,25,174.63235139846802
72,32,285.21627283096313
72,40,437.823605298996
72,50,662.4119126796722
72,64,1040.4514136314392
72,80,1720.1055011749268
72,101,2886.818213701248
72,128,5022.0172727108
73,2,4.569848299026489
73,3,8.213812828063965
73,4,10.124517917633057
73,5,13.567191362380981
73,6,27.77738380432129
73,8,23.1751070022583
73,10,36.22995328903198
73,12,47.123696088790894
73,16,87.92235088348389
73,20,130.1309757232666
73,25,185.60739850997925
73,32,280.95382618904114
73,40,456.6613025665283
73,50,697.2589304447174
73,64,1034.2608981132507
73,80,1658.6787016391754
73,101,2904.126306772232
73,128,4972.991396903992
74,2,4.380526065826416
74,3,6.731299161911011
74,4,11.779959201812744
74,5,12.453572273254395
74,6,18.930880069732666
74,8,29.208091497421265
74,10,38.00426006317139
74,12,42.487433671951294
74,16,81.59681010246277
74,20,134.38638544082642
74,25,177.9658703804016
74,32,284.9716410636902
74,40,423.95188999176025
74,50,674.1016826629639
74,64,1016.0464692115785
74,80,1669.6266531944275
74,101,2850.8478269577026
74,128,4914.770082950592
75,2,4.336928844451904
75,3,7.819349050521851
75,4,8.85024642944336
75,5,13.990442991256714
75,6,15.892796754837036
75,8,28.1680965423584
75,10,45.31031584739685
75,12,45.2738356590271
75,16,86.21874570846558
75,20,128.77349472045898
75,25,209.60049176216125
75,32,308.2457025051117
75,40,452.9787917137146
75,50,677.3264949321747
75,64,1107.7477250099182
75,80,1707.717789888382
75,101,2901.993599653244
75,128,4735.409558773041
76,2,4.296267509460449
76,3,6.603976249694824
76,4,11.872409582138062
76,5,15.796101331710815
76,6,15.607898950576782
76,8,21.718783140182495
76,10,46.309921741485596
76,12,48.90203070640564
76,16,67.85794234275818
76,20,123.33649444580078
76,25,158.88601088523865
76,32,316.8183665275574
76,40,453.2707402706146
76,50,660.2341077327728
76,64,1084.6456542015076
76,80,1577.9538071155548
76,101,2831.0461146831512
76,128,4902.7887625694275
77,2,6.2229766845703125
77,3,7.741832971572876
77,4,9.214542388916016
77,5,13.383845090866089
77,6,18.82640528678894
77,8,24.724263429641724
77,10,47.217849254608154
77,12,57.6701922416687
77,16,98.42509031295776
77,20,130.96805810928345
77,25,201.046795129776
77,32,248.60021042823794
77,40,435.4724323749542
77,50,690.6550540924072
77,64,1083.5109198093414
77,80,1573.1936371326447
77,101,2842.4176189899445
77,128,4799.936280012131
78,2,4.279310703277588
78,3,6.19291353225708
78,4,9.472461223602295
78,5,13.283596277236938
78,6,17.517749547958374
78,8,22.51207947731018
78,10,46.32796502113342
78,12,42.4362051486969
78,16,85.60757160186768
78,20,150.63510513305664
78,25,198.1621413230896
78,32,315.4969003200531
78,40,466.0338292121887
78,50,668.160792350769
78,64,1079.7861046791077
78,80,1684.0063452720642
78,101,2853.0312089920044
78,128,4940.06285572052
79,2,3.9898788928985596
79,3,7.168480396270752
79,4,13.175898551940918
79,5,18.901461839675903
79,6,17.504137992858887
79,8,25.578030586242676
79,10,42.9830002784729
79,12,60.16522002220154
79,16,77.87261056900024
79,20,127.48839616775514
79,25,204.34550619125366
79,32,277.97255086898804
79,40,391.2053039073944
79,50,642.7104203701019
79,64,1114.1223068237305
79,80,1708.7627727985382
79,101,2925.916431427002
79,128,6191.474996805191
80,2,4.786257982254028
80,3,6.130597114562988
80,4,10.403247117996216
80,5,13.043745040893555
80,6,13.95809555053711
80,8,22.467773914337158
80,10,29.403151750564575
80,12,55.71365475654602
80,16,101.7735185623169
80,20,141.4332537651062
80,25,130.4936830997467
80,32,302.40920758247375
80,40,445.61540365219116
80,50,703.2689049243927
80,64,1144.1559636592865
80,80,1687.8579142093658
80,101,2875.203417778015
80,128,5029.934336900711
81,2,3.4627652168273926
81,3,7.080912351608276
81,4,12.859575033187866
81,5,20.15692138671875
81,6,17.900376796722412
81,8,31.352908849716187
81,10,33.160807847976685
81,12,58.52348303794861
81,16,69.26478600502014
81,20,127.10169863700867
81,25,183.0300714969635
81,32,278.74607491493225
81,40,443.9765226840973
81,50,697.3188319206238
81,64,1069.9752488136292
81,80,1664.575673341751
81,101,2880.2198934555054
81,128,4828.388934850693
82,2,3.586315870285034
82,3,8.546301364898682
82,4,12.135562896728516
82,5,11.137532234191895
82,6,15.400624513626099
82,8,22.027366638183594
82,10,40.14543795585632
82,12,38.69791078567505
82,16,84.99124360084534
82,20,138.79541420936584
82,25,174.22755575180054
82,32,279.82925367355347
82,40,407.37924814224243
82,50,651.7272386550903
82,64,1068.1146612167358
82,80,1707.6421930789948
82,101,2903.0414476394653
82,128,5081.583552360535
83,2,3.7450695037841797
83,3,8.59502911567688
83,4,9.792497158050537
83,5,11.663269996643066
83,6,19.287843704223633
83,8,26.67844796180725
83,10,38.01931619644165
83,12,40.918325424194336
83,16,90.56290769577026
83,20,121.61613178253175
83,25,190.24935364723206
83,32,305.21341276168823
83,40,445.4018757343292
83,50,651.7629623413086
83,64,1038.466556072235
83,80,1673.5194330215454
83,101,2721.3551602363586
83,128,4812.351756811142
84,2,3.4318599700927734
84,3,7.775753021240234
84,4,10.534780263900757
84,5,15.493683099746704
84,6,16.816786289215088
84,8,32.86256718635559
84,10,39.64629578590393
84,12,54.525856018066406
84,16,89.69156122207642
84,20,122.3220908641815
84,25,184.1872832775116
84,32,291.330197095871
84,40,447.7611827850342
84,50,663.0771112442017
84,64,992.6062080860139
84,80,1565.7173709869385
84,101,2688.650752067566
84,128,4857.948677301407
85,2,5.510096311569214
85,3,6.476658582687378
85,4,11.35612940788269
85,5,17.330309629440308
85,6,16.322116136550903
85,8,29.50543761253357
85,10,42.97470545768738
85,12,72.92532682418823
85,16,96.76589512825012
85,20,134.26700592041016
85,25,191.48715829849243
85,32,261.9970622062683
85,40,453.7106955051422
85,50,721.3388941287994
85,64,1114.3073198795319
85,80,1725.433390378952
85,101,2829.773157119751
85,128,4796.512370109558
86,2,4.423784255981445
86,3,6.159059286117554
86,4,11.119688510894775
86,5,12.79224967956543
86,6,16.215526819229126
86,8,26.00171446800232
86,10,29.820428371429443
86,12,43.183759450912476
86,16,96.43991279602051
86,20,127.63439273834227
86,25,182.83887124061584
86,32,267.70974016189575
86,40,483.35087490081787
86,50,602.8195765018463
86,64,1060.4475293159485
86,80,1498.8777956962585
86,101,2674.3293051719666
86,128,4886.356291770935
87,2,3.410170793533325
87,3,7.493185043334961
87,4,10.058902025222778
87,5,17.678812742233276
87,6,21.072473764419556
87,8,21.674565076828003
87,10,49.41493105888367
87,12,69.85566425323486
87,16,110.99130988121033
87,20,102.97324895858765
87,25,200.6360421180725
87,32,283.48160696029663
87,40,377.119558095932
87,50,643.4284706115723
87,64,1107.8452990055084
87,80,1723.394376039505
87,101,2802.6590888500214
87,128,4713.835282802582
88,2,3.7413792610168457
88,3,5.577172517776489
88,4,10.845148086547852
88,5,13.094624042510986
88,6,23.388811588287354
88,8,23.280895233154297
88,10,56.650790214538574
88,12,49.106632232666016
88,16,83.2358889579773
88,20,101.617436170578
88,25,178.98366928100586
88,32,294.1322965621948
88,40,432.72446274757385
88,50,671.3125867843628
88,64,999.6684577465057
88,80,1592.137288570404
88,101,2768.235315799713
88,128,4680.654673814774
89,2,4.650316953659058
89,3,6.442984580993652
89,4,11.170966386795044
89,5,12.689941883087158
89,6,15.833062171936035
89,8,26.190370798110962
89,10,38.650116205215454
89,12,60.489923000335686
89,16,88.85990190505981
89,20,129.6576235294342
89,25,198.21536445617676
89,32,284.11745429039
89,40,416.0088698863983
89,50,676.8671743869781
89,64,1043.7841005325317
89,80,1625.038999080658
89,101,3012.246701002121
89,128,4649.841393470764
90,2,4.22787618637085
90,3,8.022665023803711
90,4,9.025756597518921
90,5,12.570108652114868
90,6,14.984758615493774
90,8,24.563961029052734
90,10,33.9703574180603
90,12,60.48215103149414
90,16,99.9428493976593
90,20,105.01645469665527
90,25,219.57821774482727
90,32,312.0009114742279
90,40,430.6261076927185
90,50,637.080738067627
90,64,1052.5658690929413
90,80,1587.6949591636658
90,101,2830.331955432892
90,128,4467.403634309769
91,2,3.8843722343444824
91,3,7.407626628875732
91,4,10.66005563735962
91,5,17.259608507156372
91,6,16.35913062095642
91,8,27.763885498046875
91,10,32.441463232040405
91,12,57.448972940444946
91,16,74.24738574028015
91,20,125.26160907745361
91,25,184.73593091964722
91,32,304.4114146232605
91,40,435.99285674095154
91,50,628.905543088913
91,64,1015.1221096515656
91,80,1676.4233877658844
91,101,2852.764855146408
91,128,4408.584303617477
92,2,4.903742074966431
92,3,7.91499137878418
92,4,14.185867071151733
92,5,11.33924651145935
92,6,15.983592748641968
92,8,23.53289246559143
92,10,28.926490306854248
92,12,37.98281693458557
92,16,89.45999956130981
92,20,104.85342216491699
92,25,140.25827956199646
92,32,283.2912971973419
92,40,442.40916681289673
92,50,642.9367563724518
92,64,1086.8077750205994
92,80,1633.1490609645844
92,101,2887.6458950042725
92,128,4279.3809978961945
93,2,5.971739053726196
93,3,5.139568328857422
93,4,9.631069421768188
93,5,9.897457838058472
93,6,15.959320068359375
93,8,23.441365242004395
93,10,38.54652237892151
93,12,45.50899624824524
93,16,86.70912098884583
93,20,102.09751725196838
93,25,193.53572821617126
93,32,299.52048087120056
93,40,429.66771626472473
93,50,681.651510477066
93,64,1055.213574886322
93,80,1652.9602301120758
93,101,2639.753843307495
93,128,4032.548190832138
94,2,3.412903070449829
94,3,7.191660404205322
94,4,7.582902431488037
94,5,14.401388168334961
94,6,19.80128026008606
94,8,27.351136684417725
94,10,36.830355167388916
94,12,44.44384455680847
94,16,67.85649800300598
94,20,154.20636081695557
94,25,193.4852695465088
94,32,282.6219890117645
94,40,456.6238684654236
94,50,670.112612247467
94,64,1070.2057721614838
94,80,1562.9927537441254
94,101,2542.999296426773
94,128,3994.5209424495697
95,2,3.7424604892730713
95,3,7.804827928543091
95,4,12.673423528671265
95,5,15.326978921890259
95,6,15.454784154891968
95,8,23.751997232437134
95,10,37.1152868270874
95,12,56.23491954803467
95,16,79.33908581733704
95,20,125.78226161003113
95,25,212.25563716888428
95,32,293.7180743217468
95,40,445.88378977775574
95,50,676.7274541854858
95,64,1056.2139194011688
95,80,1676.46058344841
95,101,2594.4888339042664
95,128,4005.301185131073
96,2,4.243016481399536
96,3,7.307997703552246
96,4,9.443877935409546
96,5,13.789664268493652
96,6,20.083600282669067
96,8,27.280595541000366
96,10,31.54623293876648
96,12,40.230374813079834
96,16,91.3328607082367
96,20,103.37545394897461
96,25,193.35964131355286
96,32,290.0479156970978
96,40,457.4198389053345
96,50,686.84303855896
96,64,1098.9506950378418
96,80,1653.4024159908295
96,101,2383.909676551819
96,128,3937.902589082718
97,2,3.480170965194702
97,3,6.003292560577393
97,4,9.83245587348938
97,5,11.956552743911743
97,6,18.64074444770813
97,8,30.581261157989502
97,10,36.41131520271301
97,12,62.5620150566101
97,16,69.37355947494507
97,20,128.98924827575684
97,25,198.60562658309937
97,32,291.4389657974243
97,40,398.57077646255493
97,50,637.939849615097
97,64,1113.7619104385376
97,80,1616.3447716236115
97,101,2429.128086566925
97,128,3605.6938292980194
98,2,4.0708136558532715
98,3,8.126432180404663
98,4,12.477991342544556
98,5,15.66792631149292
98,6,26.28401017189026
98,8,26.00135040283203
98,10,43.1995062828064
98,12,55.489644289016724
98,16,90.43708300590515
98,20,112.71776866912842
98,25,156.14886832237244
98,32,290.5742173194885
98,40,418.2251241207123
98,50,590.1501126289368
98,64,1037.4873161315918
98,80,1366.4037601947784
98,101,2288.1435606479645
98,128,3658.898993015289
99,2,4.955163240432739
99,3,6.578819751739502
99,4,9.783480644226074
99,5,13.833548307418823
99,6,16.579272985458374
99,8,21.33428692817688
99,10,32.87626123428345
99,12,53.69066023826599
99,16,101.94742250442505
99,20,92.42789149284363
99,25,185.36483907699585
99,32,314.6625235080719
99,40,403.5905830860138
99,50,682.6133272647858
99,64,889.4919948577881
99,80,1351.7267429828644
99,101,2076.921737909317
99,128,3599.422521352768
100,2,4.479458332061768
100,3,6.41753077507019
100,4,10.985419034957886
100,5,12.908643960952759
100,6,15.270615816116333
100,8,40.54861402511597
100,10,35.291462659835815
100,12,57.75363373756409
100,16,60.986692667007446
100,20,137.9280571937561
100,25,203.4494183063507
100,32,258.7318711280823
100,40,436.2693290710449
100,50,606.4170496463776
100,64,813.204264163971
100,80,1277.7384867668152
100,101,1988.389216184616
100,128,3347.0960371494293
